species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,provisional_status
Thalassoma hardwicke,-0.02494378,49.56826889,3.71E-08,-53.9596513,-31.13702213,0.00446047,0.730053266,1384.189129,1401.564651,***,-43.69302429,tropical,Vertebrate,Actinopterygii,15,20,non-endemic,Least Concern,Not applicable,12/06/2008,declining,Vulnerable
Thalassoma lunare,0.022996663,-47.0580197,3.57E-22,52.73947492,88.79129858,0.002347765,1.323479109,7369.578993,7392.392829,***,69.81131828,tropical,Vertebrate,Actinopterygii,20,25,non-endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Thalassoma lutescens,0.010067575,-20.7441264,1.36E-05,13.62276565,39.92204792,0.002306695,1.154675678,4375.534903,4397.353783,***,26.08858022,tropical,Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,6/03/2009,increasing,Least Concern
Thalassoma nigrofasciatum,0.018347641,-38.30859894,3.95E-04,20.98269753,92.41084664,0.005140561,0.4487348,1064.533407,1081.343549,***,52.57255081,tropical,Vertebrate,Actinopterygii,15,20,non-endemic,Least Concern,Not applicable,9/03/2009,increasing,Least Concern
Thalassoma purpureum,-0.022032228,43.05058659,4.39E-07,-50.38299025,-26.93239672,0.004288198,0.443089364,833.7144044,849.8563301,***,-39.78873872,temperate (warm),Vertebrate,Actinopterygii,20,46,non-endemic,Least Concern,Not applicable,7/03/2009,declining,Vulnerable
Thalassoma quinquevittatum,0.00357507,-8.588767721,0.452332411,-12.36537992,34.53202975,0.004748811,0.238864771,286.1895728,300.1946056,,8.580216043,tropical,Vertebrate,Actinopterygii,40,17,non-endemic,Least Concern,Not applicable,9/03/2009,increasing,Least Concern
Trachurus declivis,0.004180415,-9.999778222,0.403144502,-12.12614605,37.9585546,0.004997259,4.711496572,3170.601694,3188.748461,,10.10426821,temperate (cool),Vertebrate,Actinopterygii,500,64,non-endemic,Least Concern,Not applicable,19/07/2017,increasing,Least Concern
Trachurus novaezelandiae,0.015428375,-30.74912903,0.013923756,7.512639875,89.28141946,0.006266657,20.29489822,8712.454868,8733.907986,*,42.6539347,temperate (warm),Vertebrate,Actinopterygii,500,50,non-endemic,Least Concern,Not applicable,17/07/2017,increasing,Least Concern
Trachypoma macracanthus,0.021556803,-43.9625898,6.71E-12,43.14105571,88.52625329,0.003051271,0.727542777,541.2722886,557.8318268,***,64.27369517,temperate (warm),Vertebrate,Actinopterygii,45,22,non-endemic,Least Concern,Not applicable,13/03/2015,increasing,Least Concern
Zanclus cornutus,0.004079502,-9.697889349,0.103126651,-1.876336658,22.97484746,0.002501131,0.311590303,2366.284747,2387.032351,,9.848725672,tropical,Vertebrate,Actinopterygii,182,23,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Zebrasoma scopas,-0.025812261,51.39935305,3.02E-06,-56.84708205,-29.40976623,0.00545251,0.793342181,1301.439691,1318.192747,***,-44.80783963,tropical,Vertebrate,Actinopterygii,60,40,non-endemic,Least Concern,Not applicable,7/05/2010,declining,Vulnerable
Zebrasoma velifer,-0.006015339,10.99532074,0.317197573,-33.60033569,14.16351459,0.006004229,0.293029898,498.1257635,513.5574961,,-12.93439804,tropical,Vertebrate,Actinopterygii,40,45,non-endemic,Least Concern,Not applicable,7/05/2010,declining,Least Concern
